text,hs_code,hs_chapter,hs_desc,language
"Export grade other seats, certified, for industrial procurement contract, packed in cartons.",940180,Furniture,Other seats,en
"Imported instruments for measuring pressure, customs declaration",902620,Instruments,Instruments for measuring pressure,en
"Tôm đông lạnh, bóc vỏ, bỏ đầu",030617,Fish,Frozen shrimps and prawns,vi
"Craft beer, IPA style, 330ml bottles, for bulk procurement program, shipping term FOB.",220300,Beverages,Beer made from malt,en
Thịt bò không xương tươi cho nhà hàng,020130,Meat,Fresh or chilled boneless bovine meat,vi
"Shipment of other cheese, FOB terms",040690,Dairy,Other cheese,en
"Electronic integrated circuits, memories for industrial/commercial use, for customs clearance and import declaration, for scheduled maritime transport.",854232,Electronics,"Electronic integrated circuits, memories",en
"Shipment of diesel motor cars, 1500-2500cc, FOB terms",870332,Vehicles,"Diesel motor cars, 1500-2500cc",en
"Trade declaration: pepper, neither crushed nor ground, new, for international wholesale distribution, shipping term FOB.",090411,Spices,"Pepper, neither crushed nor ground",en
"Graphic print T-shirts, cotton knit",610910,Garments,"T-shirts and singlets, cotton, knitted",en
"Frozen raw shrimp, head-on shell-on, for customs clearance and import declaration, for scheduled maritime transport.",030617,Fish,Frozen shrimps and prawns,en
"Electrical energy, packed for international trade",271600,Mineral Fuels,Electrical energy,en
"Fresh or chilled onions and shallots, quantity: various, for wholesale, for bulk procurement program, for mixed-lot cargo.",070310,Vegetables,Fresh or chilled onions and shallots,en
"Cartons, boxes of corrugated paper, packed for international trade, for industrial procurement contract, for 20ft container loading.",481910,Paper,"Cartons, boxes of corrugated paper",en
"Fresh boneless beef cuts for restaurant supply, for customs clearance and import declaration, for mixed-lot cargo.",020130,Meat,Fresh or chilled boneless bovine meat,en
"Trade declaration: other beauty or make-up preparations, new",330499,Cosmetics,Other beauty or make-up preparations,en
"Trade declaration: lead-acid accumulators for vehicles, new, for bonded warehouse delivery, for mixed-lot cargo.",850710,Electronics,Lead-acid accumulators for vehicles,en
"Insecticides - standard quality, bulk shipment, for cross-border shipment, packed in cartons.",380891,Chemicals,Insecticides,en
"OLED television set, 77 inch, colour, for export under standard commercial terms, for 20ft container loading.",852872,Electronics,Other colour TV receivers,en
"Export grade parts and accessories for computers, certified, for international wholesale distribution, for 20ft container loading.",847330,Electronics,Parts and accessories for computers,en
"Soya beans, other, meeting international standards, for bonded warehouse delivery, shipping term CIF.",120190,Oil Seeds,"Soya beans, other",en
"Shipment of other medical instruments, FOB terms, for regional retail supply chain, for mixed-lot cargo.",901890,Medical,Other medical instruments,en
"Other games and articles for games - standard quality, bulk shipment",950490,Toys,Other games and articles for games,en
"Unbleached plain weave cotton, quantity: various, for wholesale, for bulk procurement program, with standard commercial invoice and packing list.",520812,Textiles,Unbleached plain weave cotton,en
"Trade declaration: optical fibres and bundles, new, for cross-border shipment, for scheduled maritime transport.",900190,Instruments,Optical fibres and bundles,en
Toilet and kitchen linen of cotton for industrial/commercial use,630260,Textiles,Toilet and kitchen linen of cotton,en
"Electric motor cars (hybrid), quantity: various, for wholesale, for bulk procurement program, for scheduled maritime transport.",870340,Vehicles,Electric motor cars (hybrid),en
"Milk powder, fat content ≤1.5%, commercial grade, for import, for cross-border shipment, palletized for container shipment.",040210,Dairy,"Milk powder, fat content ≤1.5%",en
"Trade declaration: jerseys, pullovers of man-made fibres, new",611030,Garments,"Jerseys, pullovers of man-made fibres",en
"Other cargo vessels, quantity: various, for wholesale",890190,Ships,Other cargo vessels,en
"Raw cotton fibre, medium staple, for international wholesale distribution, shipping term CIF.",520100,Textiles,"Cotton, not carded or combed",en
Ethylene glycol for industrial/commercial use,290531,Chemicals,Ethylene glycol,en
"Lithium iron phosphate batteries, LFP, for bulk procurement program, palletized for container shipment.",850760,Electronics,Lithium-ion accumulators,en
"Parts and accessories for computers, quantity: various, for wholesale, for regional retail supply chain, for mixed-lot cargo.",847330,Electronics,Parts and accessories for computers,en
"Silicon, containing ≥99.99% Si for industrial/commercial use, for bulk procurement program, for 20ft container loading.",280461,Chemicals,"Silicon, containing ≥99.99% Si",en
"日本寿司米 短粒精米, for industrial procurement contract, for scheduled maritime transport.",100630,Cereals,Semi-milled or wholly milled rice,zh
"Trade declaration: other filtering or purifying machinery, new",842139,Machinery,Other filtering or purifying machinery,en
"Shipment of optical fibres and bundles, FOB terms, for industrial procurement contract, for mixed-lot cargo.",900190,Instruments,Optical fibres and bundles,en
"Parts for filtering machinery, packed for international trade, for bulk procurement program, palletized for container shipment.",842199,Machinery,Parts for filtering machinery,en
"Chilled beef tenderloin, boneless, vacuum packed, for industrial procurement contract, packed in cartons.",020130,Meat,Fresh or chilled boneless bovine meat,en
"Tobacco, partly or wholly stemmed, meeting international standards, for industrial procurement contract, shipping term FOB.",240120,Tobacco,"Tobacco, partly or wholly stemmed",en
"Huawei mobile phone, dual camera",851712,Electronics,Smartphones,en
Waters with added sugar or flavour for industrial/commercial use,220210,Beverages,Waters with added sugar or flavour,en
"Milk with fat content 1-6%, meeting international standards",040120,Dairy,Milk with fat content 1-6%,en
"Trade declaration: other games and articles for games, new, for export under standard commercial terms, packed in cartons.",950490,Toys,Other games and articles for games,en
"Imported other wooden furniture, customs declaration",940360,Furniture,Other wooden furniture,en
"Footwear with uppers of leather, commercial grade, for import, for industrial procurement contract, for 20ft container loading.",640510,Footwear,Footwear with uppers of leather,en
"Static converters, quantity: various, for wholesale",850440,Electronics,Static converters,en
"HDPE管材级原料 黑色配方, for regional retail supply chain, packed in cartons.",390120,Plastics,"Polyethylene, specific gravity ≥0.94",zh
"Storage units for computers - standard quality, bulk shipment, for bulk procurement program, with standard commercial invoice and packing list.",847170,Electronics,Storage units for computers,en
Toilet soap in bars for industrial/commercial use,340111,Cosmetics,Toilet soap in bars,en
"Imported other needles, catheters, customs declaration, for bonded warehouse delivery, for 20ft container loading.",901839,Medical,"Other needles, catheters",en
"Export grade spark-ignition engines >1000cc, certified",840734,Machinery,Spark-ignition engines >1000cc,en
"Polo shirts, cotton knit, short sleeve, for bulk procurement program, for scheduled maritime transport.",610910,Garments,"T-shirts and singlets, cotton, knitted",en
"Parts for filtering machinery, commercial grade, for import, for bulk procurement program, shipping term CIF.",842199,Machinery,Parts for filtering machinery,en
"Imported spark-ignition engines >1000cc, customs declaration",840734,Machinery,Spark-ignition engines >1000cc,en
"Bulk frozen boneless bovine meat shipment, for export under standard commercial terms, for scheduled maritime transport.",020230,Meat,Frozen boneless bovine meat,en
"Aeroplanes, unladen weight 2000-15000kg, packed for international trade, for export under standard commercial terms, for 20ft container loading.",880230,Aircraft,"Aeroplanes, unladen weight 2000-15000kg",en
"Polyethylene terephthalate (PET), commercial grade, for import, for bonded warehouse delivery, packed in cartons.",390760,Plastics,Polyethylene terephthalate (PET),en
"Laptop di động, nhẹ dưới 10kg, for international wholesale distribution, packed in cartons.",847130,Electronics,Portable digital computers <10kg,vi
"Export grade other beauty or make-up preparations, certified, for industrial procurement contract, for mixed-lot cargo.",330499,Cosmetics,Other beauty or make-up preparations,en
"Petroleum oils, crude, meeting international standards",270900,Mineral Fuels,"Petroleum oils, crude",en
"Uncoated paper, 40-150 g/m² for industrial/commercial use, for industrial procurement contract, for mixed-lot cargo.",480256,Paper,"Uncoated paper, 40-150 g/m²",en
"Imported vegetable saps and extracts, customs declaration",130219,Plants,Vegetable saps and extracts,en
"Trade declaration: vegetable saps and extracts, new, for export under standard commercial terms, with standard commercial invoice and packing list.",130219,Plants,Vegetable saps and extracts,en
"Amber ale, artisan craft beer",220300,Beverages,Beer made from malt,en
"Trade declaration: uncoated paper, 40-150 g/m², new",480256,Paper,"Uncoated paper, 40-150 g/m²",en
"Extracts and concentrates of coffee - standard quality, bulk shipment",210111,Food Preparations,Extracts and concentrates of coffee,en
